Título;Descrição IMDB;Gênero;Nota;Descrição
Nome de Família;Nascido nos Estados Unidos, Gogol, filho de imigrantes indianos, quer se encaixar entre seus colegas nova-iorquinos, apesar da relutância de sua família em abrir mão de seus costumes tradicionais.;Drama;7.5;nascer em o Estados Unidos, Gogol, filho de imigrante indiano, querer se encaixar entre seu colega nova-iorquino, apesar de o relutância de seu família em abrir mão de seu costume tradicional.
Sem Limite para Vingar;Um promotor público é aterrorizado pelo criminoso que prendeu anos atrás, quando era policial.;Ação,Policial,Drama;6.1;um promotor público ser aterrorizar por o criminoso que prender ano atrás, quando ser policial.
Quarteto Fantástico;Um grupo de astronautas obtém superpoderes após exposição à radiação cósmica e deve usá-los para se opor aos planos de seu inimigo, Dr. Victor Von Doom.;Ação,Aventura,Fantasia;5.7;um grupo de astronauta obter superpoder após exposição a o radiação cósmico e dever usár eles para se opor a o plano de seu inimigo, Dr. Victor Von Doom.
O Virgem de 40 Anos;Intimidado por seus amigos, um homem nerd que nunca teve relações sexuais sente que a pressão sobre ele cresce quando conhece uma mãe solteira.;Comédia,Romance;7.1;intimidar por seu amigo, um homem nerd que nunca ter relação sexual sentir que o pressão sobre ele crescer quando conhecer um mãe solteiro.
Samurai Assassino;17 de fevereiro a 3 de março de 1860, Inside Edo Castle.Um grupo de assassinos espera por Sakurada Gate para matar o Senhor da Casa de II, um homem poderoso no governo de Tokugawa, que governou o Japão há 300 anos.Eles suspeitam que um traidor em seu meio, e suas suspeitas caem em Niiro, um Ronin empobrecido que sonha com o status de samurai, e Kurihara, um samu aristocrático ...;Ação,Aventura,Drama;7.4;17 de fevereiro a 3 de março de 1860, Inside Edo Castle. um grupo de assassino esperar por Sakurada Gate para matar o Senhor de o Casa de II, um homem poderoso em o governo de Tokugawa, que governar o Japão há 300 ano. eles suspeitar que um traidor em seu meio, e seu suspeita cair em Niiro, um Ronin empobrecer que sonhar com o status de samurai, e Kurihara, um samu aristocrático...
Quarentena 2;Um avião é tomado por um vírus misterioso.Quando o avião pousa, é colocado em quarentena.Agora, um grupo de sobreviventes deve se unir para sobreviver à quarentena.;Terror,Ficção científica,Suspense;5.2;um avião ser tomar por um vírus misterioso. quando o avião pousar, ser colocar em quarentena. agora, um grupo de sobrevivente dever se unir para sobreviver a o quarentena.
X: The Unheard Music;Este filme é um documentário sobre as personalidades e a música de Los Angeles Punk Band, do início dos anos 80, há performances de estúdio e ao vivo da banda e entrevistas com membros da banda, todos bem intercalados com imagens de DJs da área, lojas de discos, programas de TV antigos e comerciais.;Documentário,Musical;7.9;este filme ser um documentário sobre o personalidade e o música de Los Angeles Punk Band, de o início de o ano 80, haver performance de estúdio e a o vivo de o banda e entrevista com membro de o banda, todo bem intercalar com imagem de DJs de o área, loja de disco, programa de tv antigo e comercial.
Dura Lex;Um time de cinco pessoas de garimpeiros de ouro no Yukon acabou de começar a desfrutar de grande sucesso quando um dos membros se encaixa e de repente mata dois dos outros.Os dois sobreviventes, marido e mulher, subjugam o assassino, mas então enfrentam um dilema agonizante.Sem chance de entregá -lo às autoridades por muitas semanas, elas devem decidir se devem ser exatamente apenas ...;Ação,Policial,Drama;7.6;um time de cinco pessoa de garimpeiro de ouro em o Yukon acabar de começar a desfrutar de grande sucesso quando um de o membro se encaixar e de repente matar dois de o outro. o dois sobrevivente, marido e mulher, subjugar o assassino, mas então enfrentar um dilema agonizante. sem chance de entregar ele a o autoridade por muito semana, ele dever decidir se dever ser exatamente apenas...
Vivendo Cada Momento;Um empreiteiro polonês, Nowak, lidera um grupo de trabalhadores a Londres para que eles possam fornecer mão -de -obra barata para um funcionário do governo com base lá.Nowak (Irons) precisa gerenciar o projeto e os homens à medida que encontram as temperaturas do Ocidente, a solidão e a separação de suas famílias.Nowak é o único grupo que fala inglês, e ele usa isso como uma ferramenta sobre H ...;Drama;7.3;um empreiteiro polonês, Nowak, liderar um grupo de trabalhador a Londres para que eles poder fornecer mão -de -obra barato para um funcionário de o governo com base lá. Nowak ( Irons ) precisar gerenciar o projeto e o homem a o medida que encontrar o temperatura de o ocidente, o solidão e o separação de seu família. Nowak ser o único grupo que falar inglês, e ele usar isso como um ferramenta sobre h...
Espartalhões;Uma paródia de 300 (2006) e muitos outros filmes, séries de TV/programas/comerciais, videogames e celebridades.;Comédia,Fantasia;2.8;um paródia de 300 ( 2006 ) e muito outro filme, série de tv /programo / comercial, videogame e celebridade.
Hienas;O drama é o homem mais popular em Colobane, mas quando uma mulher de seu passado, agora exorbitantemente rica, volta à cidade, as coisas começam a mudar.;Comédia,Drama;7.4;o drama ser o homem mais popular em Colobane, mas quando um mulher de seu passado, agora exorbitantemente rico, voltar a o cidade, o coisa começar a mudar.
Ex Baterista;Três deficientes perdedores formam uma banda e pedem ao famoso escritor, Dries, para ser o baterista. Ele se junta à banda e começa a manipulá-los.;Comédia,Policial,Drama;6.9;três deficiente perdedor formar um banda e pedir a o famoso escritor, Dries, para ser o baterista. ele se juntar a o banda e começar a manipular eles.
Meu Nome é Radio;A história de um treinador de secundária e do homem com dificuldades de desenvolvimento que ele tomou baixo sua proteção.;Biografia,Drama,Esportes;6.9;o história de um treinador de secundária e de o homem com dificuldade de desenvolvimento que ele tomar baixo seu proteção.
O Céu se Enganou;Um homem reencarnado se apaixona sem saber por sua própria filha de sua vida anterior.Uma vez que ele percebe isso, ele tenta acabar com o relacionamento deles antes que os anjos apagarem sua memória.;Comédia,Fantasia,Romance;6.4;um homem reencarnar se apaixonar sem saber por seu próprio filha de seu vida anterior. um vez que ele perceber isso, ele tentar acabar com o relacionamento de eles antes que o anjo apagar seu memória.
A Trama;Um repórter ambicioso se mete em problemas enquanto investiga o assassinato de um senador que leva a uma vasta conspiração envolvendo uma corporação multinacional por trás de cada evento no mundo.;Drama,Suspense;7.1;um repórter ambicioso se meter em problema enquanto investigar o assassinato de um senador que levar a um vasto conspiração envolver um corporação multinacional por trás de cada evento em o mundo.
A Ilha Misteriosa;Durante a Guerra Civil, um grupo de soldados sindicais e dois confederados escapam da paliçada usando um balão de ar quente e acaba em uma estranha ilha do Pacífico.;Aventura,Família,Fantasia;6.7;durante o Guerra Civil, um grupo de soldado sindical e dois confederado escapar de o paliçada usar um balão de ar quente e acabar em um estranho ilha de o Pacífico.
O Ogro de Atenas;"Um homenzinho pacífico e assustado é erroneamente identificado como ""o dragão"", um criminoso notório em geral.Ele governa brevemente e relutantemente o submundo até que eles percebam seu erro.";Policial,Drama;7.9;um homenzinho pacífico e assustar ser erroneamente identificar como « o dragão «, um criminoso notório em geral. ele governar brevemente e relutantemente o submundo até que eles perceber seu erro.
A Deusa;Uma jovem é considerada uma deusa quando seu sogro, um rico senhor da terra feudal, tem um sonho que a imagina como um avatar de Kali.;Drama;7.7;um jovem ser considerar um deusa quando seu sogro, um rico senhor de o terra feudal, ter um sonho que ela imaginar como um avatar de Kali.
Encontrando Forrester;Um jovem prodígio da literatura encontra um mentor em um autor recluso.;Drama;7.3;um jovem prodígio de o literatura encontrar um mentor em um autor recluso.
Sonâmbulos;Uma equipe de mãe e filho sobrenaturais mudam-se para uma pequena aldeia para encontrar uma jovem virgem para se alimentar.;Fantasia,Terror;5.3;um equipe de mãe e filho sobrenatural mudar se para um pequeno aldeia para encontrar um jovem virgem para se alimentar.
Deixe Queimar;Uma história do conflito da cidade da Filadélfia e da Organização de Libertação Negra, Move, que levou ao confronto final desastrosamente violento em 1985.;Documentário;7.8;um história de o conflito de o cidade de o Filadélfia e de o Organização de Libertação Negra, mover, que levar a o confronto final desastrosamente violento em 1985.
Contraponto;Devido às ações de seus pais irresponsáveis, uma menina é deixada sozinha em uma fazenda decrépita e sobrevive dentro de sua fantástica imaginação.;Drama,Fantasia,Terror;6.3;devido a o ação de seu pai irresponsável, um menina ser deixar sozinho em um fazenda decrépito e sobreviver dentro de seu fantástico imaginação.
Alfie, o Sedutor;Um mulherengo aprende da maneira mais difícil sobre os perigos de suas ações.;Comédia,Drama,Romance;6.2;um mulherengo aprender de o maneira mais difícil sobre o perigo de seu ação.
Os Predestinados;Williams é um bootlegger que abre a Nora-e-Out.Nora finalmente se encontra no meio de uma guerra de gangues entre Williams e seu principal rival, Tiger Louie.;Drama;6.1;Williams ser um bootlegger que abrir o Nora-e-Out. Nora finalmente se encontrar em o meio de um guerra de gangue entre Williams e seu principal rival, Tiger Louie.
A Mosca;Um cientista comença se transformar num gigante depois que um de seus experimentos termina mal.;Drama,Terror,Ficção científica;7.6;um cientista començar se transformar em um gigante depois que um de seu experimento terminar mal.
À Beira do Mar Azul;Dois melhores amigos naufragam em uma ilha no mar Cáspio e se apaixonam pela mesma mulher enquanto ajudam os moradores de sua nova casa.;Drama,Musical,Romance;7.0;dois bom amigo naufrar em um ilha em o mar Cáspio e se apaixonar por o mesmo mulher enquanto ajudar o morador de seu novo casa.
Aprendendo a Amar;O repórter da Rainbow Press Ludo é condenado a 8 meses, ele é liberado em liberdade condicional, mas deve trabalhar em uma creche local por 300 horas.Ele conhece Anna, que tem negócios inacabados com ele.;Comédia,Romance;6.5;o repórter de o Rainbow Press Ludo ser condenar a 8 mês, ele ser liberar em liberdade condicional, mas dever trabalhar em um creche local por 300 hora. ele conhecer Anna, que ter negócio inacabar com ele.
A Lei do Desejo;A desorientação sexual de um cineasta compromete seu mais recente projeto.;Comédia,Drama,Suspense;7.1;o desorientação sexual de um cineasta comprometer seu mais recente projeto.
Em Guerra com o Vovô;Perturbado por ter de partilhar o quarto que adora com o seu avô, Peter decide declarar guerra, numa tentativa de o recuperar.;Comédia,Drama,Família;5.6;perturbar por ter de partilhar o quarto que adorar com o seu avô, Peter decidir declarar guerra, em um tentativa de o recuperar.
Nosso Fiel Traidor;Um casal é envolvido nos planos de deserção de um oligarca russo e logo ficarão no meio do conflito entre a máfia russa e o serviço secreto britânico, nos quais não podem confiar.;Policial,Drama,Suspense;6.2;um casal ser envolver em o plano de deserção de um oligarca russo e logo ficar em o meio de o conflito entre o máfia russo e o serviço secreto britânico, em o qual não poder confiar.
Mimino;O piloto local da Geórgia Mimino sonha em aviões voadores para grandes companhias aéreas internacionais.Para realizar suas aspirações, ele vai para Moscou, onde encontra um colega camarada do Cáucaso, o Rubik Armênia.Muitas desventuras se seguem.;Comédia,Drama;8.2;o piloto local de o Geórgia Mimino sonhar em avião voador para grande companhia aéreo internacional. para realizar seu aspiração, ele ir para Moscou, onde encontrar um colega camarada de o Cáucaso, o Rubik Armênia. muito desventura se seguir.
