Título;Descrição;Gênero;Nota
Tudo por Justiça;Quando Rodney Baze desaparece misteriosamente e a polícia não age rápido, seu irmão mais velho, Russell, resolve o problema com as próprias mãos para encontrar justiça.;Ação,Policial,Drama;6.7
Solteiros Com Filhos;Dois melhores amigos decidem ter um filho juntos enquanto mantém seu relacionamento platônico, para que possam evitar o peso que as crianças podem ter em relacionamentos românticos.;Comédia,Drama,Romance;6.1
Anjo do Mal;Um batedor de carteiras levanta involuntariamente uma mensagem destinada aos agentes inimigos e se torna um alvo para um anel de espionagem comunista.;Policial,Filme noir,Romance;7.6
Amantes Inseparáveis;Lucienne Delamare e Pierre Maury estão tendo um caso.O marido de Lucienne, Paul, é o prefeito e um deputado francês.A esposa de Pierre, Clotilde, está fraca e doentia há anos.O marido de Lucienne não tem emoção por ela, e ele está sempre fora de Paris a negócios.Pierre agora é o vice-prefeito, graças a Paul.Lucienne e Pierre têm um ponto de reunião secreta por um lago ...;Policial,Drama,Suspense;6.9
O Capote;Baseado na história de Nikolai Gogol, mas ambientada na Itália dos anos 50, o sobretudo é a história de um pobre secretário da prefeitura (Renato Rascel), cujo único desejo é comprar um novo sobretudo.;Comédia,Drama,Fantasia;7.5
Fama;Uma crônica da vida de vários adolescentes que frequentam uma escola secundária da cidade de Nova York para estudantes talentosos das artes cênicas.;Drama,Musical,Musical;6.6
ABCD;Quando um dançarino capaz é provocado pelo design maligno de seu empregador, naturalmente ele estará disposto a provar sua coragem.;Drama,Musical;6.3
Um Dia de Cão;Um homem tenta roubar um banco para pagar a operação de seu amante, que acaba em uma situação de refém cercada pela mídia.;Biografia,Policial,Drama;8.0
O Encanto das Fadas;Em 1917, duas crianças tiram uma fotografia. Alguns acreditam que essa foto seja a primeira prova científica da existência das fadas. Baseado em uma história real.;Drama,Família,Fantasia;6.5
Tekken;Jin Kazama testemunha a morte da sua mãe Jun nas mãos da Tekken nos bairros de lata conhecidos como Anvil. Após encontrar uma identificação Tekken, decide vingar-se da morte da sua mãe.;Ação,Policial,Drama;4.8
Lindas de Morrer;Um concurso de beleza de uma cidade pequena se torna mortal quando fica claro que alguém fará o possível para vencer.;Comédia,Romance,Suspense;6.6
Pescando Confusão;Dois amigos de pesca ao longo da vida devem superar uma série de obstáculos para desfrutar de sua última viagem de pesca.;Comédia,Policial;4.8
Enquanto Somos Jovens;A carreira e o casamento de um casal é anulado quando um casal jovem e desarmado entra em suas vidas.;Comédia,Drama,Mistério;6.3
Romance entre Amigos;"Jackie e Michael são colegas de trabalho em um escritório de advocacia, e decidem se encontrar para jantar uma noite. Conforme este ""primeiro encontro"" se desenrola, o público é conduzido através de um campo de minas mentais enganosas.";Comédia,Drama,Romance;7.2
Não brinque com fogo;Três amigos da LazyBones fabricam uma bomba e a colocam em um cinema.Pearl, uma jovem sádica, observou a cena, segue os bombardeiros e começa a manipulá -los.Os quatro criminosos planejam mais e mais atos ousados.;Ação,Policial,Suspense;7.4
O Homem da Terra;Uma festa de despedida improvisada para o professor John Oldman torna-se um misterioso interrogatório depois que o acadêmico aposentado revela a seus colegas que ele tem um passado mais longo e estranho do que eles podem imaginar.;Drama,Fantasia,Mistério;7.9
Uma Cômica Invasão;O compositor Mark Devereaux acidentalmente chama milhões de marcianos verdes para invadir a Terra.Não, eles não são perigosos, apenas cracking, intrusivo, dor no pescoço, aborrecimentos.Ninguém pode escapar de sua influência perturbadora.Cabe a Mark para descobrir como eles chegaram aqui e, o mais importante, como se livrar deles antes de deixarem todos loucos!;Comédia,Ficção científica;3.1
Perdidos na Tormenta;Em Berlim do pós-guerra, um privado americano ajuda um garoto tcheco perdido a encontrar sua mãe.;Drama,Guerra;7.8
Public Housing;O renomado documentarista Frederick Wiseman dá uma visão íntima e diferenciada do projeto habitacional de Ida B. Wells, no lado sul de Chicago, Illinois.;Documentário;7.9
Pergunte-me Tudo;Uma adolescente confusa escreve um blog revelando suas atividades e segredos diários, aconselhada a fazê -lo por seu conselheiro de orientação do ensino médio, em vez de se mudar para seu primeiro ano na faculdade.;Drama;6.0
A Igualdade é Branca;Depois que sua esposa se divorciou dele, um imigrante polonês planeja se vingar dela.;Comédia,Drama,Romance;7.6
A Travessia de Paris;Dois homens carregam à noite quatro malas de carne contrabanda em Paris ocupada pelo alemão durante a Segunda Guerra Mundial.Suas personalidades opostas e encontros estranhos provocam aventuras diferentes - até que sejam presas pela polícia.;Drama;7.3
Jogos de Adultos;Durante de jantarem juntos no restaurante, os vizinhos se oferecem para trocar de esposas por uma noite. Foi uma piada, mas apenas no início.;Policial,Drama,Mistério;5.7
Pai em Dose Dupla;Brad Whitaker é um apresentador de rádio que tenta fazer com que seus enteados o amem e o chamem de pai. Mas seus planos mudam quando seu pai biológico, Dusty Mayron, retorna.;Comédia,Família;6.1
Cortina Rasgada;Um cientista americano desertou publicamente da Alemanha Oriental, mas primeiro precisa encontrar a solução para uma experiência antes de planejar uma fuga de volta para o Ocidente.;Drama,Romance,Suspense;6.6
Philomena;Um jornalista político cansado do mundo retoma a história da busca de uma mulher por seu filho, que foi tirado dela décadas atrás depois que ela engravidou e foi forçada a viver em um convento.;Biografia,Comédia,Drama;7.6
Meu gigante preferido;Billy Crystal interpreta um agente de Hollywood que tropeça em Max, um gigante que vive na Romênia, e tenta levá -lo ao cinema.;Comédia,Drama;5.0
Oliver e sua Turma;Um gato perdido e sozinho se junta a uma gangue de cães envolvidos em pequenos furtos na cidade de Nova York.;Animação,Aventura,Comédia;6.6
O Trem;Um coronel alemão carrega um trem com tesouros de arte francesa para enviar à Alemanha. A Resistência deve detê-lo sem danificar a carga.;Ação,Suspense,Guerra;7.8
Trabalhar Cansa;A jovem dona de casa Helena está prestes a realizar um sonho enquanto se prepara para abrir seu próprio negócio: uma mercearia do bairro.Ela contrata uma empregada, Paula, para cuidar de sua casa e filha.Mas quando o marido Otavio é repentinamente demitido de seu trabalho como executivo de seguros, Helena é deixada para apoiar a família sozinha.Como Otavio não encontra trabalho e se torna eu ...;Drama,Terror,Mistério;6.5
Resultados;Duas vidas de trainers pessoais incompatíveis são completas pelas ações de um novo cliente rico.;Comédia,Romance;5.4
Castelo dos Sonhos;Uma história de amor ambientada na Inglaterra da década de 1930 que segue Cassandra Mortmain, de 17 anos, e a sorte de sua família excêntrica, lutando para sobreviver em um castelo inglês em decomposição.;Drama,Romance;6.8
Todo Poderoso;Um indivíduo que se queixa de Deus muitas vezes recebe poderes poderosos para ensinar-lhe como é difícil administrar o mundo.;Comédia,Fantasia;6.7
Den-en ni shisu;A história da vinda de um rapaz numa cidade estranha e carnavalesca torna-se uma recriação de uma memória que o realizador tem vinte anos mais tarde.;Drama,Fantasia;7.8
Jogos Mortais: O Final;Como uma batalha mortal sobre o brutal legado de Jigsaw, um grupo de sobreviventes se reúne para buscar o apoio do guru e companheiro sobrevivente Bobby Dagen, um homem cujos próprios segredos sombrios desatam uma nova onda de terror.;Ação,Aventura,Policial;5.5
Trapaça;Os condenados, Irving Rosenfeld e Sydney Prossner são obrigados a trabalhar para um agente do FBI, Richie DiMaso.;Policial,Drama;7.2
Magnum 44;"O inspetor ""Dirty"" Harry Callahan, de São Francisco, está no encalço de policiais vigilantes que acham que estão acima da lei para matar os indesejáveis da cidade.";Ação,Policial,Mistério;7.2
Chuva Negra;Dois policiais de Nova Iorque prendem um membro da Yakuza e devem escoltá-lo quando ele é extraditado para o Japão.;Ação,Policial,Suspense;6.6
Brüno;Um austríaco extravagante e gay chamado Bruno procura nova fama na América.;Comédia;5.9
Ne goryuy!;Um jovem médico da aldeia feliz vive uma vida de lazer à medida que os eventos cômicos se desenrolam ao seu redor.;Comédia,Drama;7.9
Código de honra;Um drama de David e Goliath Law sobre um advogado viciado em drogas que assume uma corporação de suprimentos de saúde enquanto luta contra seus próprios demônios pessoais.;Biografia,Drama;6.8
Todas as Noites;Re-adaptando os temas do primeiro amor, a intoxicação do desejo e a revolução ideológica fracassada para a geração de 68 de maio através de uma crônica da vida paralela de um par de amigos de infância: Pragmatic Henri e Jules idealistas.;Drama;7.1
Imagine: John Lennon;Uma biografia da estrela do rock.;Documentário,Biografia,Musical;7.8
O Pequeno Herói;Um garoto (Jake T. Austin) começa uma grande jornada para devolver o taco de beisebol de Babe Ruth antes do jogo decisivo da World Series de 1932 chegar ao fim.;Animação,Aventura,Comédia;5.7
Feitiço da Lua;Loretta Castorini, uma contadora do Brooklyn, Nova York, se encontra em uma situação difícil quando se apaixona pelo irmão do homem com quem concordou em se casar.;Comédia,Drama,Romance;7.1
Um Caso a Três;A suposição de um rico empresário de que seu novo colega é gay o leva a pedir ao homem que fique de olho em sua amante. Porém, o homem não é gay e começa a se apaixonar pela mulher.;Comédia,Romance;6.0
A Fera da Guerra;Um tanque soviético e sua tripulação de guerra são separados de sua patrulha e se perdem em um vale afegão, onde é perseguido por um grupo de rebeldes em busca de vingança.;Aventura,Drama,Guerra;7.3
Rede de Intrigas;Uma rede de televisão explora os delírios e revelações de um homem perturbado.;Drama;8.1
O Grito;Em Tóquio, uma casa comum foi palco de uma morte violenta que deixou o local marcado. A estudante americana Karen Davis, que não sabe do passado da casa, concorda em substituir uma colega, assistente social, que deveria ir àquele lugar.;Terror,Mistério,Suspense;5.9
A Batalha de Midway;Uma dramatização da batalha que foi amplamente anunciada como um ponto de viragem no Teatro do Pacífico da Segunda Guerra Mundial.;Ação,Drama,História;6.7
Rane;Este filme segue dois jovens de Belgrado em sua ascensão às lendas de gângsteres em uma sociedade em decomposição.;Comédia,Policial,Drama;8.0
Insanidade;Um homem se resume com um marquês misterioso e logo é persuadido a entrar em um asilo para a terapia preventiva.As coisas não são o que parecem, e o marquês pode ser ainda mais sinistro do que o jovem pode ter previsto.;Animação,Comédia,Drama;7.1
Uma Ladra Sem Limites;O empresário de boas maneiras, Sandy Patterson, viaja de Denver para a Flórida para confrontar a mulher de aparência aparentemente inofensiva que viveu tudo depois de roubar a identidade de Sandy.;Comédia,Policial,Drama;5.7
As Filhas de Marvin;Depois de 17 anos, uma mulher ferozmente independente e seu filho rebelde voltam para casa e juntos viram a família que ela deixou de cabeça para baixo.;Drama;6.7
Meu Nome Não é Johnny;A verdadeira história de João Guilherme Estrella, um jovem de classe média que se tornou um grande traficante de cocaína no Rio de Janeiro no início dos anos 1990.;Biografia,Policial,Drama;7.2
No Sul do Pacífico;Em uma ilha do Pacífico Sul, durante a Segunda Guerra Mundial, o amor floresce entre uma jovem enfermeira e um francês reservado, que está sendo aliciado para uma missão militar perigosa.;Musical,Romance,Guerra;6.8
Fazendo Fita;Uma jovem da Geórgia vai para Hollywood na esperança de se tornar atriz.;Comédia,Romance;7.6
O Primeiro que Disse;Tommaso pertence a tradicional família Cantone, proprietária de uma fábrica de massas no sul de Itália.;Comédia,Drama,Romance;7.2
Cabana do Inferno;Cinco estudantes universitários recém formados alugam uma cabana na floresta e começam a ser vítimas de um vírus carnívoro, que atrai a atenção de habitantes homicidas.;Terror;5.6
A Sereia do Mississipi;Um rico proprietário de plantação é cativado por uma mulher misteriosa com um passado sombrio.;Policial,Drama,Romance;6.9
Possessão;Uma jovem compra uma caixa antiga em uma venda de garagem, sem saber que dentro do item de coleção vive um espírito ancestral maligno. O pai da menina junta-se à ex-mulher para encontrar uma maneira de acabar com a maldição sobre a criança.;Terror,Mistério,Suspense;5.9
A Lista;Nos anos 80, um detetive da polícia da Louisiana prende um assassino, quem para estar com sua esposa e recém-nascido, se torna um informante e ajuda a derrubar um grupo de criminosos.;Ação,Policial,Drama;5.8
O Céu Mandou Alguém;Três bandidos em fuga arriscam sua liberdade e suas vidas para devolver um bebê recém-nascido à civilização.;Drama,Faroeste;7.1
Os Tigres Não Têm Medo;Um conto de fadas sombrio sobre uma gangue de cinco crianças tentando sobreviver à horrível violência dos cartéis de drogas.;Fantasia,Terror,Mistério;6.9
Mestre do Disfarce;Um garçom italiano luta contra um mentor criminoso com seus poderes herdados de disfarce.;Aventura,Comédia,Família;3.3
