Título;Descrição;Gênero;Nota
Veludo Azul;A descoberta de um ouvido humano encontrado em um campo leva um jovem a uma investigação relacionada a uma bela cantora de clube e a um grupo de criminosos psicopatas que seqüestraram seu filho.;Policial,Drama,Mistério;7.7
Daunbailó;Dois homens são incriminados e enviados à prisão, onde encontram um assassino que os ajuda a escapar e sair do estado.;Comédia,Policial,Drama;7.7
Amazing Grace;Um documentário com Aretha Franklin e o coral da New Bethel Baptist Church em Watts, Los Angeles, em janeiro de 1972.;Documentário,Musical;7.5
Garazh;Meeting of the garage cooperative must exclude four own members because of a new highway's building. After the meeting it becomes clear that the exit door is closed by one of the members, who requires an equitable solution.;Comédia,Drama;8.1
Deixe-me Viver;Um adolescente viaja através de uma série de lares adotivos depois que sua mãe vai para a prisão por cometer um crime passional.;Drama;7.1
Desejo e Perigo;Na era da Segunda Guerra Mundial, uma jovem, é envolvida em um perigoso jogo de intriga emocional com uma poderosa figura política.;Drama,História,Romance;7.5
Gigantes de Aço;Em breve, o boxe robotizado é um esporte de alto nível. Um ex-combatente sente que encontrou um campeão em um robô descartado.;Ação,Drama,Ficção científica;7.0
Colateral;Um taxista se vê como refém de um assassino contratado quando faz uma rodada de golpe durante uma noite em Los Angeles.;Ação,Policial,Drama;7.5
Minyeo-neun goerowo;Uma menina talentosa, mas obesa, que canta como um fantasma para uma estrela pop não tão talentosa, passa por uma cirurgia plástica extensa para se tornar uma beleza esbelta com uma nova identidade.;Comédia,Drama,Musical;6.7
11-11-11;After the death of his wife and child, an author travels to Barcelona to see his estranged brother and dying father, where he learns that his life is plagued by events that occur on 11/11/11.;Terror,Mistério,Suspense;3.9
Fogos de Artifício;Nishi deixa a polícia diante de dificuldades pessoais e profissionais angustiantes. Espiralando em depressão ele toma decisões questionáveis.;Policial,Drama,Romance;7.7
O Homem Invisível;Um cientista encontra uma maneira de se tornar invisível, mas ao fazer isso, ele fica mortalmente louco.;Terror,Ficção científica;7.6
Como Fazer Bebês;A comedy about a couple (Hugh Laurie and Joely Richardson) who are trying to conceive a child.;Comédia,Romance;5.6
Aankhen;After a temperamental man is unceremoniously stripped of his duties as a bank manager, he decides to seek revenge by robbing the bank. He trains three blind men to do this risky task for him.;Policial,Drama,Suspense;7.4
Um Brinde À Amizade;Luke e Kate são colegas de trabalho em uma cervejaria e passam suas noites bebendo e flertando. Um fim de semana com seus entes queridos prova quem realmente pertence e quem não pertence.;Comédia,Drama,Romance;6.1
Psicopata Americano;Um rico inversor na cidade de Nova Iorque, Patrick Bateman, esconde seu ego psicópata de seus colegas e amigos enquanto faz realidade suas violentas e hedonísticas fantasías.;Policial,Drama,Terror;7.6
A Irmandade;A playboy criminal contacts his dad after stealing a Faberge egg. Later it seems his dad has gone missing in Israel so he heads there. His disappearance is linked to the religious sect: The Order. Lots of fight and chase scenes.;Ação,Aventura,Comédia;4.6
Banzé no Oeste;A fim de arruinar uma cidade ocidental, um político corrupto nomeia um Xerife negro, que prontamente se torna seu adversário mais formidável.;Comédia,Faroeste;7.7
Loft;Five close friends, all of them married, share a loft to meet their mistresses. One day they find the body of a young woman in the loft. Since there are only five keys to the loft, the five men begin to suspect each other of murder.;Policial,Drama,Mistério;7.3
Globo de Prata;Uma equipe de astronautas desembarca em um planeta habitável e forma uma sociedade. Muitos anos mais tarde, um único astronauta é enviado ao planeta e se torna um messias.;Aventura,Drama,Fantasia;7.2
O Grande Gatsby;Um escritor e negociante do Wall Street, Nick, se ve envolvido no paso e estilo de vida do seu vizinho millionário Jay Gatsby.;Drama,Romance;7.2
Paris, Te Amo;Nos distritos de Paris, o amor é velado, revelado, imitado, reinventado e despertado.;Comédia,Drama,Romance;7.2
No Mundo de 2020;Em um mundo devastado pelo efeito estufa e pela superpopulação, um detetive da polícia de Nova York investiga o assassinato do presidente executivo de uma grande empresa.;Policial,Mistério,Ficção científica;7.0
Em Seu Lugar;Rose rompe laços com sua irmã festeira, Maggie, por causa de uma indiscrição envolvendo seu namorado. A sensação de frieza é quebrada com a chegada de Ella, a avó que nenhuma das irmãs sabia que existia.;Comédia,Drama,Romance;6.5
Amor sem Fim;Um estudante do ensino médio está apaixonado por uma garota, mas as circunstâncias e seus pais permanecem entre eles.;Drama,Romance;4.9
A Primeira Página;Um editor impiedoso tenta fazer com que o seu melhor repórter cubra mais uma história de crime antes de se reformar.;Comédia,Drama,Romance;7.3
Hanna;Uma menina de dezesseis anos que foi criada por seu pai para ser a assassina perfeita é enviada numa missão pela Europa.;Ação,Aventura,Drama;6.8
O Escorpião Rei;Numa época antiga, o terrível rei Memnon governa a cidade de Gomorra massacrando os seus opositores. Mas a sua tirania leva Mathayus, um mercenário, a pegar em armas contra ele, sendo ferido com uma flecha envenenada.;Ação,Aventura,Fantasia;5.5
Meu Marido de Batom;A bisexual petty criminal named Bob encounters a married couple arguing in a bar. Bob breaks up the fight and proceeds to seduce first the wife and then the husband. Then Bob teaches the couple how to be burglars and they join him in his criminal exploits.;Comédia,Policial,Drama;6.9
Fazendo História;Uma turma indisciplinada de adolescentes talentosos e encantadores são ensinados por dois professores excêntricos e inovadores, enquanto seu diretor insiste para que todos sejam aceitos em Oxford ou Cambridge.;Comédia,Drama,Romance;6.8
O Inferno de Dante;Um vulcanologista chega a uma cidade rural nomeada como o segundo melhor lugar para viver nos Estados Unidos, mas descobre que um vulcão adormecido, pode acordar em qualquer momento.;Ação,Aventura,Suspense;6.0
Jogada de Rei;O ex-delinquente Eugene Brown estabelece um Clube de Xadrez para adolescentes do interior da cidade em Washington, D.C.;Drama;6.9
Labirinto dos Sonhos;Bus conductor Tomiko falls in love with driver Niitaka, even though she also suspects him of being a serial killer who killed his female conductors after tiring of them.;Mistério,Romance,Suspense;7.3
O Último Concerto;Members of a world-renowned string quartet struggle to stay together in the face of death, competing egos, and insuppressible lust.;Drama,Musical;7.1
O Retorno;Em um território selvagem da Rússia, dois irmãos enfrentam uma série de emoções novas e conflitantes quando seu pai - um homem que eles conhecem apenas através de uma única fotografia - reaparece.;Drama;7.9
Ponette;A four-year-old girl tries to come to terms with the sudden death of her mother.;Drama;7.5
Guerra Fria;Nos anos 50, um diretor musical se apaixona por um cantor e tenta persuadi-la a deixar a Polônia comunista e ir para a França.;Drama,História,Musical;7.5
Tempos de Violência;Um drama duro sobre dois amigos no centro sul de Los Angeles e a violência que existe entre eles.;Ação,Policial,Drama;6.8
Kung-Fusão;"Em Xangai, China, na década de 1940, um aspirante a gangster aspira a se juntar à famosa ""Axe Gang"", enquanto os moradores de um conjunto habitacional exibem poderes extraordinários para defender seu território.";Ação,Comédia,Fantasia;7.7
Uma Jogada do Destino;Four young friends, while taking a shortcut en route to a local boxing match, witness a brutal murder which leaves them running for their lives.;Ação,Policial,Drama;6.6
A Maleta Fatídica;Through a series of bizarre coincidences, an artist finds himself falsely accused of bank robbery and murder and is pursued by the authorities and the real killers.;Policial,Drama,Filme noir;7.2
A Grande Escolha;No Draft da NFL, o treinador Sonny Weaver tem a oportunidade de reconstruir sua equipe ao trocar pela escolha número um. Ele deve decidir o que está disposto a sacrificar em um dia de mudança de vida para algumas centenas de jovens com sonhos na NFL.;Drama,Esportes;6.8
Jodhaa Akbar;A sixteenth century love story about a marriage of alliance that gave birth to true love between a great Mughal emperor, Akbar, and a Rajput princess, Jodha.;Ação,Drama,História;7.5
O ABC da Morte;A 26-chapter anthology that showcases death in all its vicious wonder and brutal beauty.;Comédia,Terror;4.7
Até a Eternidade;Um acidente quase fatal deixa um amigo no hospital enquanto o resto vai de férias anuais. Mas seus segredos e sua dor pessoal ameaçam destruí-los.;Comédia,Drama;7.1
A Saga Viking;A band of Vikings cross enemy lines and a panicked race begins. The losers will pay with their lives.;Ação,Drama,História;5.4
A V!da Acontece;Uma comédia centrada em dois melhores amigos, Kim e Deena, que lutam para manter a normalidade em suas vidas depois que Kim engravida e tem um bebê.;Comédia;5.6
Paixão Proibida;Russia, 1820s: Onegin inherits his uncle's country estate and moves there from St. Petersburg. He befriends his neighbor, Lensky, and meets Tatyana through him. She falls in love with Onegin but he just wants friendship.;Drama,Romance;6.8
Dark Star;Nos confins do espaço, uma pequena tripulação, 20 anos após sua missão solitária, descobre que as coisas estão começando a dar muito errado.;Comédia,Ficção científica;6.2
Tudo por Justiça;Quando Rodney Baze desaparece misteriosamente e a polícia não age rápido, seu irmão mais velho, Russell, resolve o problema com as próprias mãos para encontrar justiça.;Ação,Policial,Drama;6.7
Solteiros Com Filhos;Dois melhores amigos decidem ter um filho juntos enquanto mantém seu relacionamento platônico, para que possam evitar o peso que as crianças podem ter em relacionamentos românticos.;Comédia,Drama,Romance;6.1
Anjo do Mal;A pickpocket unwittingly lifts a message destined for enemy agents and becomes a target for a Communist spy ring.;Policial,Filme noir,Romance;7.6
Amantes Inseparáveis;Lucienne Delamare and Pierre Maury are having an affair. Lucienne's husband Paul is the mayor, and a French deputy. Pierre's wife Clotilde has been weak and sickly for years. Lucienne's husband holds no excitement for her, and he is always away in Paris on business. Pierre is now the vice-mayor, thanks to Paul. Lucienne and Pierre have a secret meeting spot by a lake ...;Policial,Drama,Suspense;6.9
O Capote;Based on the Nikolai Gogol story but set in 1950s Italy, THE OVERCOAT is the story of a poor city hall clerk (Renato Rascel) whose only desire is to buy a new overcoat.;Comédia,Drama,Fantasia;7.5
Fama;Uma crônica da vida de vários adolescentes que frequentam uma escola secundária da cidade de Nova York para estudantes talentosos das artes cênicas.;Drama,Musical,Musical;6.6
ABCD;When a capable dancer is provoked by the evil design of his employer, naturally he will be out to prove his mettle.;Drama,Musical;6.3
